Kanji,Reading,Meaning,Seen,Update_Date
職,しょく,job; work; occupation,false,
提案,ていあん,proposal,false,
牛,うし,cow; bull,false,
フィンランド,フィンランド,Finland,false,
泥,どろ,mud; slush,false,
責める,せめる,to blame; to criticize; to press; to persecute,false,
クッキー,クッキー,cookie,false,
含む,ふくむ,to contain; to include,false,
転ぶ,ころぶ,to fall down; to fall over,false,
宝くじ,たからくじ,lottery | lottery ticket,false,
エネルギー,エネルギー,energy; power,false,
可能,かのう,possible; feasible,false,
浴衣,ゆかた,yukata (Japanese bathrobe),false,
結果,けっか,result; consequence; outcome,false,
積もる,つもる,to pile up; to accumulate,false,
贈る,おくる,to give (as a gift); to present,true,2024-11-08
大事故,だいじこ,major accident; major incident,false,
見事,みごと,splendid; magnificent,false,
近づく,ちかづく,to approach; to draw near,false,
語学,ごがく,study of language; linguistics,false,
年齢,ねんれい,age; years,false,
フルーツ,フルーツ,fruit,false,
例,れい,example,false,
申し訳,もうしわけ,apology; excuse,false,
後悔,こうかい,regret; remorse,false,
永久,えいきゅう,eternity; perpetuity,false,
論文,ろんぶん,thesis; essay,false,
津波,つなみ,tidal wave,false,
代理,だいり,proxy; agent,false,
城,しろ,castle,false,
両替,りょうがえ,money exchange,true,2024-11-04
テーマ,テーマ,theme,false,
トンネル,トンネル,tunnel,false,
方向,ほうこう,direction; orientation,true,2024-11-09
きつい,きつい,intense; severe; hard,false,
名,な,name (first); given name,false,
強力,きょうりょく,powerful; strong,false,
作品,さくひん,work; production (book/film/etc.),false,
売れる,うれる,to sell (a lot),false,
似合う,にあう,to suit; to match,false,
物質,ぶっしつ,material; substance; matter,false,
朝食,ちょうしょく,breakfast,false,
蓋,ふた,cover; lid,false,
予算,よさん,estimate; budget,true,2024-11-04
システム,システム,system,false,
音楽家,おんがくか,musician,false,
種,たね,seed (e.g. of a plant),false,
収穫,しゅうかく,harvest; crop,true,2024-11-13
今にも,いまにも,at any time,false,
アイスクリーム,アイスクリーム,ice cream,false,
美容院,びよういん,beauty salon,false,
画家,がか,painter,false,
泡,あわ,bubble; foam; froth,false,
あるいは,あるいは,or; possibly,false,
生命,せいめい,life,false,
援助,えんじょ,aid; support,true,2024-11-07
セール,セール,sale,false,
表情,ひょうじょう,facial expression,false,
幕,まく,curtain,false,
失望,しつぼう,disappointment; despair,true,2024-11-12
譲る,ゆずる,to turn over; to yield,false,
国家,こっか,state; nation,false,
立場,たちば,standpoint; position,false,
袋,ふくろ,bag; pouch,false,
中学,ちゅうがく,middle school,false,
棒,ぼう,pole; rod; stick,false,
参考,さんこう,reference,true,2024-11-08
改善,かいぜん,improvement,false,
狂う,くるう,to go mad; to get out of order,false,
あこがれる,あこがれる,to long for,false,
離す,はなす,to separate; to part; to let go,false,
お知らせ,おしらせ,news; notification,false,
卒業論文,そつぎょうろんぶん,graduation thesis,false,
単純,たんじゅん,simple; plain,true,2024-11-08
流れ,ながれ,current; flow | course of events,true,2024-11-11
上京,じょうきょう,going to the capital (Tokyo),false,
震える,ふるえる,to shiver; to shake,false,
新郎,しんろう,bridegroom,false,
不要,ふよう,unnecessary,false,
安定,あんてい,stability; steadiness,true,2024-11-12
チャンス,チャンス,chance,false,
大量,たいりょう,large quantity,false,
地区,ちく,district; section,true,2024-11-15
それとも,それとも,or; or else,false,
悪口,わるくち、あっこう,insult; bad mouth,false,
検討,けんとう,consideration,false,
正直,しょうじき,honesty; frankness,false,
筋,すじ,tendon; artery; fiber,false,
新た,あらた,new; novel,false,
真似,まね,imitating; copying,false,
金額,きんがく,amount of money,false,
霜,しも,frost,false,
膝,ひざ,knee,false,
適切,てきせつ,pertinent; appropriate,false,
留める,とどめる,to stop; to keep (in position/in place); to limit,false,
現状,げんじょう,present condition,false,
解決,かいけつ,solution; resolution,false,
ちょうだい,ちょうだい,(hum) to receive; (hum) to eat; to drink,false,
グループディスカッション,グループディスカッション,group discussion,false,
洗い流す,あらいながす,to rinse off,false,
切れ,きれ,piece; slice,false,
コーチ,コーチ,coach,false,
営業,えいぎょう,sales; selling,false,
呼吸,こきゅう,breathing; respiration,false,
あせる,あせる,to be in a hurry; to be flustered,true,2024-11-15
勧める,すすめる,to recommend,false,
関連,かんれん,relation; connection,false,
一般,いっぱん,general; ordinary; common,false,
設備,せつび,equipment; facilities,false,
～課,～か,counter for chapters in a book,false,
図,ず,drawing; picture; diagram; figure,false,
外交,がいこう,diplomacy,true,2024-11-04
胃,い,stomach,false,
代金,だいきん,cost; charge; bill; fee,false,
渋滞,じゅうたい,congestion (e.g. traffic); stagnation,false,
支出,ししゅつ,expenditure; disbursement,false,
ホーム,ホーム,platform (e.g. train) | home,false,
髪型,かみがた,hair style,false,
合格,ごうかく,success; passing (e.g. exam),false,
事務,じむ,office work,false,
不安,ふあん,anxiety; insecurity,false,
重傷,じゅうしょう,serious wound; serious injury,false,
これら,これら,these,false,
金銭,きんせん,money; cash,true,2024-11-18
子育て,こそだて,raising a child,false,
乗せる,のせる,to place on (something),false,
アルバム,アルバム,album,false,
続き,つづき,continuation; succession,false,
達する,たっする,to reach; to arrive at,false,
様子,ようす,state; situation; appearance,false,
結ぶ,むすぶ,to tie; to bind,false,
おじ,おじ,uncle,false,
馬,うま,horse,false,
独身,どくしん,single; unmarried,false,
レシピ,レシピ,recipe,false,
いらいら,いらいら,getting nervous; being irritated,false,
食品,しょくひん,food products; foodstuffs,false,
主婦,しゅふ,housewife,false,
分析,ぶんせき,analysis,false,
札,さつ,paper money,false,
閉じる,とじる,to close; to shut,false,
引用,いんよう,quotation; reference,false,
有効,ゆうこう,effective,false,
目が覚める,めがさめる,to awaken,true,2024-11-09
保存,ほぞん,saving; storage; maintenance,false,
イベント,イベント,event,false,
差別,さべつ,discrimination; differentiation,true,2024-11-14
詰める,つめる,to stuff into; to fill,false,
正午,しょうご,noon; mid-day,false,
笑い,わらい,laughter; smile,false,
意思,いし,intention; wish,false,
冷静,れいせい,calmness; composure,true,2024-11-06
述べる,のべる,to state; to mention,false,
助ける,たすける,to save; to rescue; to aid,true,2024-11-07
救う,すくう,to rescue from; to save,false,
理解,りかい,understanding; comprehension,false,
道徳,どうとく,morals,false,
嵐,あらし,storm; tempest,false,
付き合い,つきあい,association; socializing,true,2024-11-05
涙,なみだ,tears,false,
連想,れんそう,association (of ideas),true,2024-11-16
動かす,うごかす,to move; to shift,false,
航空,こうくう,aviation; flying,false,
～際（さい）,～さい,on the occasion of ～,false,
ダイエット,ダイエット,diet,false,
スケート,スケート,skating; skates,false,
罹る（かかる）,かかる,to contract (a disease); to suffer from,false,
いたずら,いたずら,prank; trick; fooling around with,false,
広告,こうこく,advertisement,true,2024-11-11
不健康,ふけんこう,unhealthy,false,
与える,あたえる,to give; to bestow,false,
骨,ほね,bone,false,
コメディー,コメディー,comedy,true,2024-11-11
かわいそう,かわいそう,pathetic; pitiful,false,
尊敬,そんけい,respect; honor,false,
気付く,きづく,to notice; to become aware of,true,2024-11-05
配送,はいそう,delivery,false,
全て,すべて,everything; all; entirely; completely,true,2024-11-06
氷,こおり,ice,false,
星占い,ほしうらない,astrology; horoscope,false,
スープ,スープ,soup,false,
インク,インク,ink,false,
商売,しょうばい,trade; commerce,true,2024-11-11
欠陥,けっかん,defect; deficiency; shortage,false,
戦う,たたかう,to wage war; to fight,true,2024-11-16
舌,した,tongue,false,
条件,じょうけん,condition; requirement; prerequisite,false,
スイッチ,スイッチ,switch,false,
過ごす,すごす,to pass (time); to overdo,false,
クラシック音楽,クラシックおんがく,classical music,false,
学者,がくしゃ,scholar,false,
迷う,まよう,to be lose one's way; to be puzzled,false,
目指す,めざす,to aim for; to shoot for,true,2024-11-18
大戦,たいせん,great war; World War,true,2024-11-16
豊富,ほうふ,abundance; wealth,false,
持ち上げる,もちあげる,to raise; to lift up,false,
ガーデニング,ガーデニング,gardening,false,
キャンプ,キャンプ,camp,false,
通行,つうこう,passage (of people/traffic),false,
演技,えんぎ,acting; performance,false,
妙,みょう,strange; weird; odd,false,
態度,たいど,attitude,false,
本人,ほんにん,the person themselves,false,
移動,いどう,moving; transfer; migration,false,
パスポート,パスポート,passport,false,
お祭,おまつり,festival,false,
物価,ぶっか,prices (in general/of commodities),false,
差,さ,difference; variation,true,2024-11-14
不可能,ふかのう,impossible,false,
微笑む,ほほえむ,to smile,false,
数（かず）,かず,number; amount,true,2024-11-18
ウイルス,ウイルス,virus,false,
方法,ほうほう,method; way; process,false,
回す,まわす,to turn; to rotate,false,
役割,やくわり,part; role,true,2024-11-15
外す,はずす,to take off; to detach; to unfasten,false,
通過,つうか,passing through (e.g. train skipping a station); passing by,false,
王,おう,king; monarch,false,
申し込む,もうしこむ,to apply for,false,
画像,がぞう,image; picture,false,
曜日,ようび,day of the week,false,
ビニール袋,ビニールぶくろ,plastic bag,false,
発明,はつめい,invention; becoming clear,false,
専門分野,せんもんぶんや,area of expertise; specialization,false,
身長,しんちょう,height (of body),true,2024-11-09
畑,はたけ,field; cultivated land,false,
印象,いんしょう,impression,false,
愛,あい,love,false,
話し合う,はなしあう,to discuss; to talk together,false,
そっくり,そっくり,all; altogether | exactly like; just like,false,
せき,せき,cough,false,
影,かげ,shadow; silhouette,false,
保つ,たもつ,to keep; to preserve | to last; to endure,false,
苦しむ,くるしむ,to suffer,false,
黒板,こくばん,blackboard,false,
重視,じゅうし,regard as important; put emphasis on,false,
濃い,こい,deep; strong (flavour/smell/etc.); thick (consistency),false,
ブレーキ,ブレーキ,brake,false,
提出,ていしゅつ,to present; to submit (e.g. a report or a thesis),false,
プラン,プラン,plan,false,
ベンチ,ベンチ,bench,false,
分,ぶん,part; segment; share,false,
充電,じゅうでん,charging (electrically),false,
始まり,はじまり,beginning,false,
防ぐ,ふせぐ,to defend against; to prevent; to avoid,false,
場,ば,place,false,
考慮,こうりょ,consideration; taking into account,false,
豊か,ゆたか,abundant; pentiful,false,
言語,げんご,language,false,
やや,やや,a little; partially; slightly,false,
強調,きょうちょう,emphasis; highlight,false,
景気,けいき,business conditions; economic climate,false,
筋肉,きんにく,muscle,false,
気候,きこう,climate,false,
局,きょく,bureau; department,true,2024-11-14
相当,そうとう,considerably; rather; quite,true,2024-11-14
少年,しょうねん,juvenile; youth (usually male),false,
読書,どくしょ,reading (as a hobby),false,
書物,しょもつ,books,false,
面（おもて）,おもて,face; front side,false,
ゴール,ゴール,goal,false,
奇妙,きみょう,strange; curious,false,
スタッフ,スタッフ,staff,false,
ヒット,ヒット,hit,false,
振る,ふる,to shake; to wave,false,
合格者,合格者,person who passed,false,
事態,じたい,situation,false,
毛布,もうふ,blanket,false,
ごめんなさい,ごめんなさい,I'm sorry; excuse me,false,
あいにく,あいにく,unfortunately; Sorry/but,false,
急激,きゅうげき,sudden; abrupt,false,
積極的,せっきょくてき,active; proactive; assertive,false,
わざと,わざと,on purpose,false,
個人,こじん,individual; personal,false,
答案,とうあん,answer sheet,false,
奨学金,しょうがくきん,scholarship; stipend,false,
到着,とうちゃく,arrival,false,
ワイワイ,ワイワイ,boisterously; lively,false,
変化,へんか,change; transformation,true,2024-11-08
秒,びょう,second (unit of time),false,
男子,だんし,young man,false,
議論,ぎろん,argument; discussion,false,
ドラマ,ドラマ,(TV) drama,false,
活動,かつどう,activity,false,
かっこいい,かっこいい,cool; looking good,false,
少女,しょうじょ,maiden; young lady,false,
跡,あと,trace; tracks; scar,false,
強盗,ごうとう,mugger; burgler,false,
普段,ふだん,usual; everyday,false,
調子,ちょうし,tone; pitch; mood; manner,false,
責任,せきにん,responsibility,false,
かゆい,かゆい,itchy,false,
証明,しょうめい,proof; verification; certification,false,
故郷,こきょう、ふるさと,home town; birthplace,false,
回復,かいふく,restoration; return,false,
手間,てま,time; labour; trouble,false,
ピッチャー,ピッチャー,pitcher,false,
ほぼ,ほぼ,almost; approximately,false,
和菓子,わがし,Japanese sweets,false,
格好,かっこう,shape; form; posture,false,
宝,たから,treasure,false,
ひび,ひび,crack; rift,false,
祝う,いわう,to congratulate,false,
近頃,ちかごろ,lately; recently,false,
飯,めし,cooked rice,false,
全国,ぜんこく,nationwide,true,2024-11-06
一種,いっしゅ,species; kind,false,
量,りょう,quantity; volume,false,
回り,まわり,rotation,false,
状況,じょうきょう,situation; circumstances,false,
包み,つつみ,bundle; package,false,
抜ける,ぬける,to come out; to fall out; to be omitted,false,
微妙,びみょう,subtle; sensitive,false,
筆,ふで,writing brush,false,
ダイヤ,ダイヤ,diamond,false,
句,く,section (i.e. of text); paragraph,false,
集まり,あつまり,gathering; meeting,false,
失う,うしなう,to lose,true,2024-11-12
プロジェクト,プロジェクト,project,false,
ランチ,ランチ,lunch,false,
軍,ぐん,army,false,
我が～,わが～,our ～,false,
裸,はだか,naked,false,
生き物,いきもの,living thing,false,
お尻,おしり,buttocks; behind,false,
裏切る,うらぎる,to betray,false,
親しい,したしい,close; familiar; intimate,false,
婦人,ふじん,woman; lady,false,
実施,じっし,enforcement; implementation,true,2024-11-13
出身,しゅっしん,person's origin (e.g. city/country/parentage/school),false,
才能,さいのう,talent; ability,false,
被害,ひがい,damage; injury,false,
返却,へんきゃく,return; repayment,false,
要するに,ようするに,in a word; the point is; to put it simply,false,
辺り,あたり,neighborhood; vicinity; nearby,false,
知恵,ちえ,wisdom,false,
化粧,けしょう,makeup; cosmetics,true,2024-11-08
左右,さゆう,left and right,false,
飛ばす,とばす,to fly; to fire; to launch; to omit; to skip over,false,
料理屋,りょうりや,restaurant,false,
一体,いったい,...the heck (e.g. what the heck?); generally,false,
守る,まもる,to protect; to guard; to uphold; to follow,true,2024-11-12
体調,たいちょう,physical condition; state of health,false,
輝く,かがやく,to shine; to glitter; to sparkle,false,
自信,じしん,self-confidence; confidence,true,2024-11-05
国境,こっきょう,national border,false,
意志,いし,will; volition,false,
候補,こうほ,candidate; contender,false,
道路,どうろ,road; highway,false,
単語,たんご,word; vocabulary,true,2024-11-08
働き,はたらき,work; labor,false,
ネットショッピング,ネットショッピング,online shopping,false,
腐る,くさる,to spoil; to go bad,false,
演説,えんぜつ,speech; address,false,
～最中,～さいちゅう,in the middle of ～,true,2024-11-19
チームワーク,チームワーク,teamwork,false,
脇,わき,armpit; side; flank,false,
昇る,のぼる,to ascend; to climb,false,
新鮮,しんせん,fresh,false,
すみません,すみません,excuse me; I'm sorry,false,
作家,さっか,author,false,
信頼関係,しんらいかんけい,trusting relationship,true,2024-11-05
記念,きねん,commemoration; memory,true,2024-11-15
人数,にんずう,number of people,true,2024-11-18
一気に,いっきに,all at once; in one gulp,false,
宇宙,うちゅう,universe; cosmos; space,false,
ライター,ライター,lighter,false,
独特,どくとく,peculiarity; uniqueness,false,
節,ふし,joint,false,
繰り返す,くりかえす,to repeat,false,
確認,かくにん,confirmation; verification,false,
他人,たにん,another person; others,true,2024-11-04
～率,～りつ,～ rate; portion of ～,false,
勇気,ゆうき,courage; bravery,false,
求める,もとめる,to want; to request; to seek,false,
会員,かいいん,member; the membership,false,
きちんと,きちんと,properly; accurately,false,
ワイン,ワイン,wine,false,
他社,たしゃ,another company,true,2024-11-04
子犬,こいぬ,puppy,false,
指導員,しどういん,instructor,true,2024-11-18
とんでもない,とんでもない,unthinkable; outrageous; unexpected,false,
おぼれる,おぼれる,to drown; to sink below the surface,false,
集団,しゅうだん,group; mass,false,
記憶,きおく,memory; recollection,false,
向ける,むける,to turn towards,true,2024-11-09
穀物,こくもつ,grain; cereal,false,
トマト,トマト,tomato,false,
スズメバチ,すずめばち,wasp,false,
玉,たま,sphere; globe; egg,false,
ゆうべ,ゆうべ,last night,false,
プロ,プロ,professional,false,
徐々に,じょじょに,steadily; little by little,false,
実は,じつは,as a matter of fact; frankly,true,2024-11-13
柄,がら,pattern; design,false,
済ませる,すませる,to finish,false,
願い,ねがい,request; desire,false,
ゴールを決める,コールをきめる,to score a goal,false,
物入れ,ものいれ,container/place to put things,false,
田,た,rice field,false,
事,こと,thing; matter,false,
食糧,しょくりょう,provisions; food supply,false,
程度,ていど,degree; amount; grade,false,
倒す,たおす,to knock down; to ruin,false,
進める,すすめる,to advance; to progress,false,
グループ,グループ,group,false,
のんびり,のんびり,carefree; at leisure,true,2024-11-15
床,ゆか,floor,false,
種類,しゅるい,type; kind; category,false,
くしゃみ,くしゃみ,sneeze,false,
精神,せいしん,mind; soul; heart; spirit,false,
社会人,しゃかいじん,working adult,false,
それぞれ,それぞれ,each; respectively,false,
超える,こえる,to exceed,false,
身体,しんたい,body; person,false,
幼い,おさない,childish; immature,false,
境,さかい,border; boundary,false,
月曜,げつよう,Monday,false,
行動,こうどう,action; conduct,true,2024-11-09
頼る,たよる,to rely on; to count on,false,
今回,こんかい,this time,false,
競走,きょうそう,race,false,
楽,らく,comfort; ease,false,
目の前,めのまえ,before one's eyes,false,
感じる,かんじる,to feel; to sense,true,2024-11-16
借金,しゃっきん,debt; loan,true,2024-11-18
随分,ずいぶん,very; surprisingly,true,2024-11-11
行き,いき,the way there; outbound leg,false,
素敵,すてき,fantastic; superb,false,
ディナー,ディナー,dinner,false,
州,しゅう,state; province; county,false,
手段,しゅだん,means; way,false,
吐く,はく,to breathe out; to vomit,false,
ジュース,ジュース,juice,false,
トラック,トラック,truck,false,
失業,しつぎょう,losing one's job; becoming unemployed,true,2024-11-12
スター,スター,star (celestial); celebrity; idol,false,
抱える,かかえる,to hold or carry under or in the arms,false,
大気,たいき,atmosphere,false,
何で,なんで,why,false,
時刻,じこく,time (shown on a clock),false,
現象,げんしょう,phenomenon,false,
想像,そうぞう,imagination; guess,true,2024-11-16
飛行,ひこう,aviation; flying,false,
同様,どうよう,identical; equal to,false,
クラスメイト,クラスメイト,classmate,false,
中身,なかみ,contents; interior,false,
叫ぶ,さけぶ,to shout; to cry; to yell; to clamour,false,
一時的,いちじてき,temporary,false,
自動,じどう,automatic,false,
適する,てきする,to fit; to suit,false,
入会金,にゅうかいきん,initial membership fee,false,
減らす,へらす,to decrease; to diminish,true,2024-11-09
神経,しんけい,nerve (medical),false,
知り合い,しりあい,acquaintance,false,
要点,ようてん,gist; main point,false,
制度,せいど,system; institution,false,
しかも,しかも,furthermore | nevertheless; and yet,false,
自慢,じまん,boast,false,
批評,ひひょう,criticism; review,false,
参加,さんか,participation,true,2024-11-08
深刻,しんこく,serious; grave,true,2024-11-09
神様,かみさま,god; deity,false,
典型,てんけい,model; archetypal; representative,false,
注,ちゅう,annotation; explanatory note,false,
状態,じょうたい,current status; condition,false,
時給,じきゅう,hourly wage,false,
消防,しょうぼう,fire fighting,false,
演奏,えんそう,(musical) performance,false,
物理,ぶつり,physics,false,
至る,いたる,to arrive at; to reach; to come; to result in,false,
石油,せきゆ,oil; petroleum,false,
スポーツ選手,スポーツせんしゅ,athlete,false,
現在,げんざい,current; present time,false,
親しむ,したしむ,to be close with; to befriend,false,
偶然,ぐうぜん,coincidence,false,
専門家,せんもんか,specialist; professional; authority,false,
就く,つく,to be hired; to be employed,false,
製造,せいぞう,manufacture,false,
かわいらしい,かわいらしい,lovely; sweet,false,
桜,さくら,cherry tree; cherry blossom,false,
数（すう）,すう,several; a few | quantity; amount,true,2024-11-18
化学,かがく,chemistry,true,2024-11-08
増加,ぞうか,increase; growth,true,2024-11-07
軍隊,ぐんたい,armed forces; military,false,
バイオリン,バイオリン,violin,false,
向く,むく,to turn toward; to face; to be suited to,true,2024-11-09
観光,かんこう,sightseeing,false,
犯人,はんにん,criminal,false,
損害,そんがい,damage; injury; loss,false,
一時,いちじ,one time; a moment,false,
適度,てきど,proper amount; suitable,false,
予約制,よやくせい,by reservation,true,2024-11-04
愉快,ゆかい,pleasant; delightfu,false,
具体的,ぐたいてき,concrete,false,
利口,りこう,clever; shrewd; well-behaved (of kids/animals/etc),false,
開始,かいし,start; commencement,false,
投票,とうひょう,voting,true,2024-11-16
通す,とおす,to let pass; to go through; to pass,false,
関する,かんする,to concern; to be related,false,
伸びる,のびる,to stretch; to extend; to grow,false,
塀,へい,wall; fence,false,
瞬間,しゅんかん,moment; instant,false,
愛する,あいする,to love,false,
近代,きんだい,present day; modern times,true,2024-11-15
詳しい,くわしい,detailed,false,
一層,いっそう,much more; all the more,false,
又,また,again; and; also,false,
骨折,こっせつ,broken bone,true,2024-11-18
逮捕,たいほ,arrest; capture,false,
全体,ぜんたい,whole; entirety,true,2024-11-06
根,ね,root (of a plant/tooth/hair/etc.),false,
割る,わる,to divide; to split; to break,false,
黙る,だまる,to be silent; to say nothing,false,
しまった,しまった,damn it!; oops!,false,
燃える,もえる,to burn,false,
未来,みらい,the future,false,
